pdb,Chain,formula,term,estimate,std.error,statistic,p.value
1KCZ,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.975373455567803,0.216253402917088,-4.5103265077487,8.47356242386852e-06
1KCZ,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.643570595954098,0.228668404348701,2.8144272829783,0.00512300080507048
1KCZ,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0188416215189018,0.0054323177252057,3.4684314268802,0.000579224233141202
1KCZ,A,rate~wcnSC_mono+dist_active,(Intercept),2.10128915010869,0.236053073890134,8.901765672777,1.80715433676493e-17
1KCZ,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.44978617126668,0.136609154828418,-10.612657497864,2.09865692253871e-23
1KCZ,A,rate~wcnSC_mono+dist_active,dist_active,0.0154640007624778,0.00534273374889315,2.89439854001362,0.00400227276826282
1KCZ,A,rate~RSA_mono+dist_active,(Intercept),-0.180250719962107,0.0828024024002935,-2.17687790132848,0.0300609335591846
1KCZ,A,rate~RSA_mono+dist_active,RSA_mono,1.44749920124406,0.146593073590666,9.87426735649139,9.11988320282566e-21
1KCZ,A,rate~RSA_mono+dist_active,dist_active,0.0329656184737421,0.00454266180813425,7.25689471637811,2.00633625912234e-12
1KDG,A,rate~RSA,(Intercept),0.47821484997267,0.024090390743348,19.8508548519379,3.12620300373354e-66
1KDG,A,rate~RSA,RSA,1.55534050911701,0.0867795397769621,17.9228941881289,1.0790211279424e-56
1KDG,A,rate~wcnSC,(Intercept),2.01501170580965,0.0984264001825855,20.4722686400367,2.43067834921245e-69
1KDG,A,rate~wcnSC,wcnSC,-0.755444982918633,0.0586073369849055,-12.889938730934,2.50314896263742e-33
1KDG,A,rate~wcnSC+RSA,(Intercept),0.794977411652739,0.140776601858454,5.6470848220364,2.6454759411528e-08
1KDG,A,rate~wcnSC+RSA,wcnSC,-0.170006887813914,0.0744492136779722,-2.28352831971166,0.0227882255647051
1KDG,A,rate~wcnSC+RSA,RSA,1.35953725034425,0.12175642294023,11.1660413267203,3.50997887049123e-26
1KDG,A,rate~dist_active,(Intercept),0.300113588141884,0.0628241615434808,4.77704088313498,2.2963879058869e-06
1KDG,A,rate~dist_active,dist_active,0.0220160865699899,0.0027632424098584,7.96748287136998,9.69407703545918e-15
1KDG,A,rate~wcnSC+RSA+dist_active,(Intercept),0.719444188255477,0.182885646361504,3.93384720216576,9.45663797849914e-05
1KDG,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.147519596215388,0.0821874276480483,-1.794916819238,0.073229189247264
1KDG,A,rate~wcnSC+RSA+dist_active,RSA,1.35392231687728,0.122130432094349,11.0858718311202,7.36365783924352e-26
1KDG,A,rate~wcnSC+RSA+dist_active,dist_active,0.00184837447728013,0.00285459296778373,0.647508943705971,0.51757931995873
1KDG,A,rate~wcnSC+dist_active,(Intercept),1.83649449053849,0.169031575227254,10.8648013725803,5.37873715805001e-25
1KDG,A,rate~wcnSC+dist_active,wcnSC,-0.700264506570457,0.0723595422183476,-9.67756960730048,1.57608886043849e-20
1KDG,A,rate~wcnSC+dist_active,dist_active,0.00409530163919251,0.0031535047709178,1.29865084618236,0.194620127528175
1KDG,A,rate~RSA+dist_active,(Intercept),0.405183545005237,0.052956565419898,7.65124289674934,9.25602877337921e-14
1KDG,A,rate~RSA+dist_active,RSA,1.48691193287394,0.0972887020302746,15.28350056938,4.65715342083369e-44
1KDG,A,rate~RSA+dist_active,dist_active,0.00401345728249528,0.0025925570721517,1.5480690186559,0.122193693131299
1KDG,A,rate~RSA_mono,(Intercept),0.469185569713991,0.0237387759383912,19.7645224392217,8.43153640779335e-66
1KDG,A,rate~RSA_mono,RSA_mono,1.52332351039736,0.0814191034566397,18.7096571409511,1.46053562827534e-60
1KDG,A,rate~wcnSC_mono,(Intercept),2.16780157918288,0.0775706927288333,27.9461418084913,6.59203297245883e-107
1KDG,A,rate~wcnSC_mono,wcnSC_mono,-1.06317420266238,0.0575463209575702,-18.4751029252813,2.09752362134701e-59
1KDG,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.35708171659361,0.138998073560701,9.76331312966694,7.7002509903874e-21
1KDG,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.578382293848449,0.0893087123104502,-6.47621356176212,2.12357670634876e-10
1KDG,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.87688736946572,0.126982353859007,6.90558445970656,1.41483664276102e-11
1KDG,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),2.04338068054473,0.218534779244196,9.35036833776197,2.34243883344727e-19
1KDG,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.874156681986396,0.114615845766142,-7.62683969343987,1.1010765612825e-13
1KDG,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.761228941224639,0.128462351570373,5.92569676577676,5.56220909486081e-09
1KDG,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,-0.012838662363071,0.0031840466067033,-4.03218418224221,6.32631855845799e-05
1KDG,A,rate~wcnSC_mono+dist_active,(Intercept),2.93728354583259,0.163053461330451,18.0142360785569,4.04392935285816e-57
1KDG,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.37107972421764,0.0805700627154588,-17.0172354098786,2.82839115960439e-52
1KDG,A,rate~wcnSC_mono+dist_active,dist_active,-0.0170515501983462,0.00320054629493995,-5.32769990713918,1.46475696740798e-07
1KDG,A,rate~RSA_mono+dist_active,(Intercept),0.420288346135158,0.0522516355862061,8.043544310527,5.5973559444362e-15
1KDG,A,rate~RSA_mono+dist_active,RSA_mono,1.47807439307823,0.0921051043313831,16.0476925118101,1.21239728074116e-47
1KDG,A,rate~RSA_mono+dist_active,dist_active,0.00270307529360339,0.00257326530758651,1.0504456286082,0.293984888148396
1KEZ,A,rate~RSA,(Intercept),0.56906940660064,0.0466167729388281,12.207395980571,1.71249979854334e-27
1KEZ,A,rate~RSA,RSA,1.11000577871228,0.128977632951922,8.60618816850246,6.7910447652487e-16
1KEZ,A,rate~wcnSC,(Intercept),2.01919210244792,0.146450874948622,13.787504534584,5.73790385428497e-33
1KEZ,A,rate~wcnSC,wcnSC,-1.05289843416505,0.129608995449794,-8.12365245568857,1.72870538250848e-14
1KEZ,A,rate~wcnSC+RSA,(Intercept),1.12627728660853,0.322830590855052,3.48875638961432,0.000568389716735586
1KEZ,A,rate~wcnSC+RSA,wcnSC,-0.42050695810943,0.241096153495904,-1.74414627530163,0.0822974691549613
1KEZ,A,rate~wcnSC+RSA,RSA,0.750617181881427,0.242829855742163,3.09112394597159,0.00220747602089768
1KEZ,A,rate~dist_active,(Intercept),0.450030060746519,0.0944550322787429,4.76449004239871,3.12294455557375e-06
1KEZ,A,rate~dist_active,dist_active,0.0257736817933764,0.00552509342858816,4.66484089843932,4.90453811557819e-06
1KEZ,A,rate~wcnSC+RSA+dist_active,(Intercept),1.08290752664949,0.393565097046901,2.75153344332371,0.00634410746402651
1KEZ,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.399542479664232,0.264748339879166,-1.50914064219095,0.132463233854881
1KEZ,A,rate~wcnSC+RSA+dist_active,RSA,0.752777523991194,0.243530116939545,3.09110648593031,0.00220843578201524
1KEZ,A,rate~wcnSC+RSA+dist_active,dist_active,0.00124126763224676,0.00641844782323613,0.193390624405034,0.846802327176662
1KEZ,A,rate~wcnSC+dist_active,(Intercept),2.00830604428014,0.259583145958269,7.73665808258213,2.16623448531284e-13
1KEZ,A,rate~wcnSC+dist_active,wcnSC,-1.04779040217919,0.164188695063276,-6.38162330101585,7.82653007772486e-10
1KEZ,A,rate~wcnSC+dist_active,dist_active,0.000331190043691796,0.00651474913019761,0.0508369604221046,0.959493881003225
1KEZ,A,rate~RSA+dist_active,(Intercept),0.503664804511734,0.0872360208295505,5.77358755846784,2.17363300939967e-08
1KEZ,A,rate~RSA+dist_active,RSA,1.04390038735442,0.148999862309532,7.00604934242034,2.0373001410748e-11
1KEZ,A,rate~RSA+dist_active,dist_active,0.00520747239349746,0.00586987039415385,0.887152874564979,0.375804074236117
1KEZ,A,rate~RSA_mono,(Intercept),0.573336121772552,0.048558921662475,11.8070192282629,3.93483344315493e-26
1KEZ,A,rate~RSA_mono,RSA_mono,1.02405282477295,0.128553174381706,7.96598629087361,4.86457245524754e-14
1KEZ,A,rate~wcnSC_mono,(Intercept),1.83285192733575,0.128229625127031,14.2935138858905,9.56608167033627e-35
1KEZ,A,rate~wcnSC_mono,wcnSC_mono,-1.03865733614415,0.132253836696999,-7.85351383433799,1.01023665359376e-13
1KEZ,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.17560213651033,0.315014422905109,3.73189940215675,0.000232715445294746
1KEZ,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.513074419329019,0.265188395224076,-1.9347544182523,0.0540886873762103
1KEZ,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.589487648330522,0.258469039685327,2.28068959070763,0.0233640185212485
1KEZ,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),1.20776550180992,0.397760223246508,3.03641598939222,0.00263452614923724
1KEZ,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.531047011025389,0.298140690347499,-1.78119601992746,0.0760344628548602
1KEZ,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.586759230955511,0.259764343547794,2.2588135959759,0.0247142903652915
1KEZ,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,-0.000916647156333504,0.00689955262799177,-0.132856027884276,0.894408835682156
1KEZ,A,rate~wcnSC_mono+dist_active,(Intercept),1.9011167812332,0.254925409307411,7.45754135061786,1.27045294434549e-12
1KEZ,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.07508538779983,0.177082740506293,-6.07109074959017,4.40154537640207e-09
1KEZ,A,rate~wcnSC_mono+dist_active,dist_active,-0.00214876239796993,0.00693118828469098,-0.31001356617536,0.756795218393912
1KEZ,A,rate~RSA_mono+dist_active,(Intercept),0.51708206471867,0.0889775840742014,5.81137451751284,1.78024777349469e-08
1KEZ,A,rate~RSA_mono+dist_active,RSA_mono,0.960541885407045,0.153732617146945,6.24813330595235,1.65648751819245e-09
1KEZ,A,rate~RSA_mono+dist_active,dist_active,0.00465958490619316,0.00617367081376994,0.754751111089415,0.451071082875008
1KFU,L,rate~RSA,(Intercept),0.234234652491042,0.0156474944617815,14.969467032767,3.92087921002289e-44
1KFU,L,rate~RSA,RSA,0.810791083494413,0.0496801263008556,16.3202299161717,5.96487565010773e-51
1KFU,L,rate~wcnSC,(Intercept),1.1215831355643,0.04781909581037,23.4547123185268,3.97448243254683e-90
1KFU,L,rate~wcnSC,wcnSC,-0.53286040010717,0.0352705570140839,-15.1077965651178,8.09618622112596e-45
1KFU,L,rate~wcnSC+RSA,(Intercept),0.617337673554504,0.0844899353790686,7.30664156369378,7.52698926466943e-13
1KFU,L,rate~wcnSC+RSA,wcnSC,-0.244119167521603,0.0529334846469881,-4.61180988082736,4.75063422336948e-06
1KFU,L,rate~wcnSC+RSA,RSA,0.542288943531328,0.076078929367247,7.12797811485488,2.5542177980581e-12
1KFU,L,rate~dist_active,(Intercept),0.276784228996804,0.0242857918881126,11.3969612468056,1.0346260861395e-27
1KFU,L,rate~dist_active,dist_active,0.00411215581365431,0.000606497903693572,6.78016492490952,2.56128772835709e-11
1KFU,L,rate~wcnSC+RSA+dist_active,(Intercept),0.459643033298401,0.0897642263407989,5.12055918081799,3.94884763225566e-07
1KFU,L,rate~wcnSC+RSA+dist_active,wcnSC,-0.193761383508466,0.0532431317894385,-3.6391808106769,0.000293784086393076
1KFU,L,rate~wcnSC+RSA+dist_active,RSA,0.563336597756604,0.075088622485819,7.50228968260797,1.92233797658299e-13
1KFU,L,rate~wcnSC+RSA+dist_active,dist_active,0.0025063150960974,0.000533910540998597,4.69426037442475,3.22403172701953e-06
1KFU,L,rate~wcnSC+dist_active,(Intercept),0.996640838080149,0.0562787449471095,17.7090096628272,3.2785767002145e-58
1KFU,L,rate~wcnSC+dist_active,wcnSC,-0.49744563309192,0.0359348718868748,-13.8429777809674,1.13437865502174e-38
1KFU,L,rate~wcnSC+dist_active,dist_active,0.00226713517784865,0.000553720263406184,4.09436917461261,4.73020058521012e-05
1KFU,L,rate~RSA+dist_active,(Intercept),0.143280386061961,0.022565019149133,6.3496682681728,3.89318249075166e-10
1KFU,L,rate~RSA+dist_active,RSA,0.771087355602128,0.0492057453323512,15.6706772835969,1.25273125913446e-47
1KFU,L,rate~RSA+dist_active,dist_active,0.00289779364701409,0.000527541005832642,5.49302066564546,5.54453820518256e-08
1KFU,L,rate~RSA_mono,(Intercept),0.217214768914882,0.015902171787312,13.659440472665,8.23092010296954e-38
1KFU,L,rate~RSA_mono,RSA_mono,0.804006778485285,0.0470235456493134,17.0979616144072,5.3960438962177e-55
1KFU,L,rate~wcnSC_mono,(Intercept),1.17879476928116,0.0433233539427842,27.2092223247063,1.20391196302565e-111
1KFU,L,rate~wcnSC_mono,wcnSC_mono,-0.656125492803767,0.0362816380219109,-18.0842301664419,3.14760123429349e-60
1KFU,L,rate~wcnSC_mono+RSA_mono,(Intercept),0.804732844974612,0.0802228612664695,10.031215943565,3.28959416254041e-22
1KFU,L,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.41808137993167,0.0560374167772969,-7.4607539743169,2.57175646745993e-13
1KFU,L,rate~wcnSC_mono+RSA_mono,RSA_mono,0.392260916491754,0.0713873256182878,5.49482577046234,5.49046154342739e-08
1KFU,L,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),0.743257633529149,0.100464875633627,7.39818398063466,3.99189924222444e-13
1KFU,L,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.38702895437578,0.0638225491896086,-6.06414126809581,2.17721297246041e-09
1KFU,L,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.411475703171684,0.0738461512381593,5.57206701056964,3.60215337414393e-08
1KFU,L,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.000599530511828047,0.000589821614181871,1.01646073560672,0.309763749447896
1KFU,L,rate~wcnSC_mono+dist_active,(Intercept),1.19619685479764,0.0602993986990633,19.8376249283598,9.31329313222544e-70
1KFU,L,rate~wcnSC_mono+dist_active,wcnSC_mono,-0.663945764807604,0.0408989056036188,-16.2338271650197,1.69813976921879e-50
1KFU,L,rate~wcnSC_mono+dist_active,dist_active,-0.000241775725730554,0.000582346676018597,-0.415174904720899,0.67814182039433
1KFU,L,rate~RSA_mono+dist_active,(Intercept),0.148436748153937,0.0222743141518016,6.66403226345497,5.42027606305461e-11
1KFU,L,rate~RSA_mono+dist_active,RSA_mono,0.760178972026483,0.0475084860047015,16.0009092260118,2.64072315062466e-49
1KFU,L,rate~RSA_mono+dist_active,dist_active,0.00231159756052598,0.000531004374667995,4.35325520994301,1.54269579921488e-05
1KL7,A,rate~RSA,(Intercept),0.446475311269784,0.0504402287253976,8.85157190108013,1.49095440742306e-17
1KL7,A,rate~RSA,RSA,2.64317255601514,0.168895610192063,15.6497410027969,3.10922463265508e-45
1KL7,A,rate~wcnSC,(Intercept),3.96498271320921,0.132190401270706,29.994482769513,6.30601504407707e-114
1KL7,A,rate~wcnSC,wcnSC,-2.45568038086149,0.106330062577072,-23.0948832469795,6.72158172513552e-81
1KL7,A,rate~wcnSC+RSA,(Intercept),3.89455366646336,0.251551186113623,15.4821518698951,1.88009607980056e-44
1KL7,A,rate~wcnSC+RSA,wcnSC,-2.41065842861063,0.173294287488263,-13.9107783848553,2.02564252277679e-37
1KL7,A,rate~wcnSC+RSA,RSA,0.0769487562220429,0.233750372891377,0.329192014841408,0.742148403741514
1KL7,A,rate~dist_active,(Intercept),-1.31336325137943,0.101388208316961,-12.9538066919338,2.64222990324321e-33
1KL7,A,rate~dist_active,dist_active,0.105987411405348,0.0044417291688445,23.8617455897071,1.25286799366922e-84
1KL7,A,rate~wcnSC+RSA+dist_active,(Intercept),-0.890470709222353,0.622616430856269,-1.43020753242524,0.153283302633047
1KL7,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.11994465540705,0.320174412946553,-0.374622863529923,0.708100118678747
1KL7,A,rate~wcnSC+RSA+dist_active,RSA,1.06677812280194,0.249608170659588,4.27381090924623,2.30243046869546e-05
1KL7,A,rate~wcnSC+RSA+dist_active,dist_active,0.0830571565882642,0.010000619667597,8.30520101243098,9.44305190081177e-16
1KL7,A,rate~wcnSC+dist_active,(Intercept),1.03903183265248,0.436087858685122,2.38262040999107,0.0175626366455811
1KL7,A,rate~wcnSC+dist_active,wcnSC,-1.1646507987764,0.210322225335729,-5.53745947161463,4.96508920867009e-08
1KL7,A,rate~wcnSC+dist_active,dist_active,0.0626494781227307,0.00893741725706609,7.00979671427994,7.76694157155905e-12
1KL7,A,rate~RSA+dist_active,(Intercept),-1.12065052168845,0.1005417606378,-11.1461199264809,6.37784336074117e-26
1KL7,A,rate~RSA+dist_active,RSA,1.13816942438865,0.1610689918041,7.06634723195478,5.36947596765346e-12
1KL7,A,rate~RSA+dist_active,dist_active,0.0862845748134451,0.00507423691619341,17.0044434736749,1.66430158982665e-51
1KL7,A,rate~RSA_mono,(Intercept),0.446475311269784,0.0504402287253976,8.85157190108013,1.49095440742306e-17
1KL7,A,rate~RSA_mono,RSA_mono,2.64317255601514,0.168895610192063,15.6497410027969,3.10922463265508e-45
1KL7,A,rate~wcnSC_mono,(Intercept),3.96498271320921,0.132190401270706,29.994482769513,6.30601504407707e-114
1KL7,A,rate~wcnSC_mono,wcnSC_mono,-2.45568038086149,0.106330062577072,-23.0948832469795,6.72158172513552e-81
1KL7,A,rate~wcnSC_mono+RSA_mono,(Intercept),3.89455366646336,0.251551186113623,15.4821518698951,1.88009607980056e-44
1KL7,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-2.41065842861063,0.173294287488263,-13.9107783848553,2.02564252277679e-37
1KL7,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.0769487562220429,0.233750372891377,0.329192014841408,0.742148403741514
1KL7,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),-0.890470709222353,0.622616430856269,-1.43020753242524,0.153283302633047
1KL7,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.11994465540705,0.320174412946553,-0.374622863529923,0.708100118678747
1KL7,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,1.06677812280194,0.249608170659588,4.27381090924623,2.30243046869546e-05
1KL7,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0830571565882642,0.010000619667597,8.30520101243098,9.44305190081177e-16
1KL7,A,rate~wcnSC_mono+dist_active,(Intercept),1.03903183265248,0.436087858685122,2.38262040999107,0.0175626366455811
1KL7,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.1646507987764,0.210322225335729,-5.53745947161463,4.96508920867009e-08
1KL7,A,rate~wcnSC_mono+dist_active,dist_active,0.0626494781227307,0.00893741725706609,7.00979671427994,7.76694157155905e-12
1KL7,A,rate~RSA_mono+dist_active,(Intercept),-1.12065052168845,0.1005417606378,-11.1461199264809,6.37784336074117e-26
1KL7,A,rate~RSA_mono+dist_active,RSA_mono,1.13816942438865,0.1610689918041,7.06634723195478,5.36947596765346e-12
1KL7,A,rate~RSA_mono+dist_active,dist_active,0.0862845748134451,0.00507423691619341,17.0044434736749,1.66430158982665e-51
1KNP,A,rate~RSA,(Intercept),0.182172771499131,0.048559330672781,3.75155029888508,0.000195241492304028
1KNP,A,rate~RSA,RSA,2.71262226705905,0.165084536239415,16.4317163124537,2.73482780371821e-49
1KNP,A,rate~wcnSC,(Intercept),2.82322151612781,0.145696413215604,19.3774263471398,1.47506476006606e-63
1KNP,A,rate~wcnSC,wcnSC,-1.64400797746157,0.110450142823789,-14.8846161302335,4.39448759962802e-42
1KNP,A,rate~wcnSC+RSA,(Intercept),1.16644830469321,0.27714608768,4.2087850290711,3.01931171835364e-05
1KNP,A,rate~wcnSC+RSA,wcnSC,-0.645343078606745,0.178963758672644,-3.60599868595289,0.000340573557856997
1KNP,A,rate~wcnSC+RSA,RSA,1.91005333143891,0.276009347931958,6.92024870081493,1.31604392076089e-11
1KNP,A,rate~dist_active,(Intercept),-0.583234683857393,0.0982599852533969,-5.93562763472154,5.31148983666875e-09
1KNP,A,rate~dist_active,dist_active,0.0634873193106976,0.00441631025630035,14.3756474582206,8.9785137230378e-40
1KNP,A,rate~wcnSC+RSA+dist_active,(Intercept),-0.987705429323478,0.399047253630367,-2.47515907035506,0.0136322798101367
1KNP,A,rate~wcnSC+RSA+dist_active,wcnSC,0.304560678068485,0.215743264757185,1.41168104789395,0.158636282003359
1KNP,A,rate~wcnSC+RSA+dist_active,RSA,2.23251628759594,0.267293020082838,8.35231794269843,5.99648318180858e-16
1KNP,A,rate~wcnSC+RSA+dist_active,dist_active,0.0425767084491158,0.00590370320405795,7.21186465130063,1.93748283528227e-12
1KNP,A,rate~wcnSC+dist_active,(Intercept),1.31191430156382,0.307149033182585,4.27126300210085,2.30696636684258e-05
1KNP,A,rate~wcnSC+dist_active,wcnSC,-1.01406763406238,0.156354507104753,-6.48569493032255,2.03922244898929e-10
1KNP,A,rate~wcnSC+dist_active,dist_active,0.0343281856401947,0.00618927765754104,5.54639612885506,4.62414656892619e-08
1KNP,A,rate~RSA+dist_active,(Intercept),-0.438896326141164,0.0900970289931704,-4.87137401805373,1.46865707851459e-06
1KNP,A,rate~RSA+dist_active,RSA,1.95639344604034,0.18234414176088,10.7291269527369,2.02167380595262e-24
1KNP,A,rate~RSA+dist_active,dist_active,0.0374886054796882,0.00468018130736072,8.01007546881321,7.42227086411165e-15
1KNP,A,rate~RSA_mono,(Intercept),0.182172771499131,0.048559330672781,3.75155029888508,0.000195241492304028
1KNP,A,rate~RSA_mono,RSA_mono,2.71262226705905,0.165084536239415,16.4317163124537,2.73482780371821e-49
1KNP,A,rate~wcnSC_mono,(Intercept),2.82322151612781,0.145696413215604,19.3774263471398,1.47506476006606e-63
1KNP,A,rate~wcnSC_mono,wcnSC_mono,-1.64400797746157,0.110450142823789,-14.8846161302335,4.39448759962802e-42
1KNP,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.16644830469321,0.27714608768,4.2087850290711,3.01931171835364e-05
1KNP,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.645343078606745,0.178963758672644,-3.60599868595289,0.000340573557856997
1KNP,A,rate~wcnSC_mono+RSA_mono,RSA_mono,1.91005333143891,0.276009347931958,6.92024870081493,1.31604392076089e-11
1KNP,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),-0.987705429323478,0.399047253630367,-2.47515907035506,0.0136322798101367
1KNP,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,0.304560678068485,0.215743264757185,1.41168104789395,0.158636282003359
1KNP,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,2.23251628759594,0.267293020082838,8.35231794269843,5.99648318180858e-16
1KNP,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0425767084491158,0.00590370320405795,7.21186465130063,1.93748283528227e-12
1KNP,A,rate~wcnSC_mono+dist_active,(Intercept),1.31191430156382,0.307149033182585,4.27126300210085,2.30696636684258e-05
1KNP,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.01406763406238,0.156354507104753,-6.48569493032255,2.03922244898929e-10
1KNP,A,rate~wcnSC_mono+dist_active,dist_active,0.0343281856401947,0.00618927765754104,5.54639612885506,4.62414656892619e-08
1KNP,A,rate~RSA_mono+dist_active,(Intercept),-0.438896326141164,0.0900970289931704,-4.87137401805373,1.46865707851459e-06
1KNP,A,rate~RSA_mono+dist_active,RSA_mono,1.95639344604034,0.18234414176088,10.7291269527369,2.02167380595262e-24
1KNP,A,rate~RSA_mono+dist_active,dist_active,0.0374886054796882,0.00468018130736072,8.01007546881321,7.42227086411165e-15
1KSJ,A,rate~RSA,(Intercept),0.331151583100514,0.075674381737225,4.37600645685377,2.17276200618702e-05
1KSJ,A,rate~RSA,RSA,2.01960014961115,0.226426712711919,8.91944296422599,1.02399829006076e-15
1KSJ,A,rate~wcnSC,(Intercept),3.19724168710584,0.222916857613406,14.3427541610634,1.58596693401111e-30
1KSJ,A,rate~wcnSC,wcnSC,-2.50988331910079,0.230072924713839,-10.9090772946123,4.58098250156802e-21
1KSJ,A,rate~wcnSC+RSA,(Intercept),3.09398397057116,0.543964360088608,5.68784317058414,6.01965461112533e-08
1KSJ,A,rate~wcnSC+RSA,wcnSC,-2.42385641866519,0.473218933000293,-5.12206137505426,8.64802898730236e-07
1KSJ,A,rate~wcnSC+RSA,RSA,0.0898581556843089,0.431538853479555,0.208227266119309,0.83531801171475
1KSJ,A,rate~dist_active,(Intercept),-0.542554987412041,0.156612076723618,-3.46432407233523,0.000682301685859966
1KSJ,A,rate~dist_active,dist_active,0.0651926131960156,0.00706658794035943,9.22547256840615,1.60250291272605e-16
1KSJ,A,rate~wcnSC+RSA+dist_active,(Intercept),0.822568093736097,0.612515746311045,1.34293379180881,0.181219390471567
1KSJ,A,rate~wcnSC+RSA+dist_active,wcnSC,-1.13552316932658,0.474411620779051,-2.39353995473781,0.0178594490036795
1KSJ,A,rate~wcnSC+RSA+dist_active,RSA,0.701345569096873,0.400966671305861,1.74913682180303,0.0822091830312876
1KSJ,A,rate~wcnSC+RSA+dist_active,dist_active,0.0431556592421379,0.00698857108201219,6.17517640383108,5.36272887334522e-09
1KSJ,A,rate~wcnSC+dist_active,(Intercept),1.73823546690235,0.320057178600323,5.43101540326018,2.06249655643365e-07
1KSJ,A,rate~wcnSC+dist_active,wcnSC,-1.85613664308455,0.236756633894242,-7.83985062025203,6.12406255076218e-13
1KSJ,A,rate~wcnSC+dist_active,dist_active,0.0401368056740779,0.00681581890202931,5.88877231789826,2.24246479992228e-08
1KSJ,A,rate~RSA+dist_active,(Intercept),-0.608619355570945,0.134800033523907,-4.514979259727,1.22712537277969e-05
1KSJ,A,rate~RSA+dist_active,RSA,1.53478152696799,0.201755237020062,7.60714591421175,2.31066521612407e-12
1KSJ,A,rate~RSA+dist_active,dist_active,0.0505118434582985,0.00636917103068692,7.93067782525079,3.63071239758177e-13
1KSJ,A,rate~RSA_mono,(Intercept),0.363957221500954,0.0848045354567487,4.29171882778105,3.06075982443783e-05
1KSJ,A,rate~RSA_mono,RSA_mono,1.696040962176,0.2377916350197,7.1324668844448,3.22092837362732e-11
1KSJ,A,rate~wcnSC_mono,(Intercept),2.38152327865819,0.238195589124421,9.99818379262351,1.37762257220827e-18
1KSJ,A,rate~wcnSC_mono,wcnSC_mono,-2.0550158049631,0.305191278075128,-6.73353386087666,2.8172786186561e-10
1KSJ,A,rate~wcnSC_mono+RSA_mono,(Intercept),0.977843639437863,0.659618044107993,1.48243919063829,0.140202756639469
1KSJ,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.64581445447317,0.688161330659198,-0.938463737644975,0.349429536356478
1KSJ,A,rate~wcnSC_mono+RSA_mono,RSA_mono,1.23758234967956,0.543359144400804,2.27765072591964,0.0240797999692647
1KSJ,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),-1.0351678074588,0.598863379248771,-1.72855419671402,0.0858424146728067
1KSJ,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,0.349647007528771,0.585110657325734,0.59757415653108,0.550979598562185
1KSJ,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,1.53088983633778,0.453843269423547,3.37316853521315,0.000934663801930024
1KSJ,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0562804785890109,0.00666745591501749,8.44107247297236,1.90140008783215e-14
